編號,語別,詞語,語源,義項,詞類,等級,翻譯,分類,近義詞,反義詞,相關詞,附註
801172,28,apakasamadrane,,2801216,,,會使人失望難過,,,,,
801173,28,apakasamaliane,,2801217,,,會使人驚歎,,,,,
801174,28,apakasamungane,,2801218,,,配很多的豆煮,,,,,
801175,28,apakasimeacane,,2801219,,,使人儆醒,,,,,
801176,28,apakasulriane,,2801220,,,會使他灰心,,,,,
801177,28,apakatelregane,,2801221,,,會使加重量,,,,,
801178,28,apakathane,,2801222,,,要給多少,,,,,
801179,28,apakathithilane,,2801223,,,只放在一邊,,,,,
801180,28,apakatikiane,,2801224,,,要給很小,,,,,
801181,28,apakatitiane,,2801225,,,要打碎的,,,,,
801182,28,apakatwasane,,2801226,,,要寄的；要叫他們走,,,,,
801183,28,apakekerengane,,2801227,,,互相繫起,,,,,
801184,28,apakelrekelretane,,2801228,,,要平均量,,,,,
801185,28,apakelrekelrete,,2801229,,,分配好,,,,,
801186,28,apakiabane,,2801230,,,要交配的（如動物－豬）,,,,,
801187,28,apakiadilane,,2801231,,,要使他們忍耐,,,,,
801188,28,apakiakaneanane,,2801232,,,叫他找食物,,,,,
801189,28,apakialudrane,,2801233,,,要漂流的,,,,,
801190,28,apakiavane,,2801234,,,要打牌,,,,,
801191,28,apakibalavane,,2801235,,,要配種的,,,,,
801192,28,apakibalebalane,,2801236,,,叫他們砍竹子,,,,,
801193,28,apakibengelradhane,,2801237,,,叫人去採花飾,,,,,
801194,28,apakibuane,,2801238,,,要混合；配合,,,,,
801195,28,apakibubuliane,,2801239,,,使…悄悄的,,,,,
801196,28,apakibulruane,,2801240,,,要學習；要上課,,,,,
801197,28,apakibutulane,,2801241,,,使之手術,,,,,
801198,28,apakidremedremedremane,,2801242,,,要多方思考,,,,,
801199,28,apakiedhalane,,2801243,,,要給新品種,,,,,
801200,28,apakielreane,,2801244,,,要放在一起的,,,,,
801201,28,apakienadhane,,2801245,,,要叫運沙子,,,,,
801202,28,apakigelregelrane,,2801246,,,要叫…動手術,,,,,
801203,28,apakigulrugulrane,,2801247,,,叫他理髮,,,,,
801204,28,apakigumacane,,2801248,,,要被拆下（指頭上的榮譽花）,,,,,
801205,28,apakikadalamane,,2801249,,,使被喜歡,,,,,
801206,28,apakikaelaelane,,2801250,,,使被罵,,,,,
801207,28,apakikalrasane,,2801251,,,使被討厭,,,,,
801208,28,apakikalrelremeane,,2801252,,,使被欺負,,,,,
801209,28,apakikecekecane,,2801253,,,要給理髮（指女性）,,,,,
801210,28,apakikikiw,,2801254,,,用棍子挑出,,,,,
801211,28,apakikilili,,2801255,,,分東西不公平；不平均,,,,,
801212,28,apakikupane,,2801256,,,會被偷的,,,,,
801213,28,apakilalalrane,,2801257,,,要給他們聽,,,,,
801214,28,apakilapanadhane,,2801258,,,要叫…收玉米,,,,,
801215,28,apakileketane,,2801259,,,要叫…量,,,,,
801216,28,apakilelepenge,,2801260,,,要叫他們玩捉迷藏,,,,,
801217,28,apakilepengane,,2801261,,,要叫他躲起來,,,,,
801218,28,apakiliasane,,2801262,,,要叫他找女朋友,,,,,
801219,28,apakilibakane,,2801263,,,要保護的,,,,,
801220,28,apakilidravane,,2801264,,,要給他舉行戴百合花的儀式,,,,,
801221,28,apakilikilili,,2801265,,,不公平（有重有輕待人）,,,,,
801222,28,apakilrungane,,2801266,,,要叫…弄彎,,,,,
801223,28,apakilunguane,,2801267,,,被邀請參加,,,,,
801224,28,apakilwanganane,,2801268,,,要叫人採牛飼料,,,,,
801225,28,apakimaymaniane,,2801269,,,要被怎樣（一時想不起來要做什麼用這語代之）,,,,,
801226,28,apakiniw,,2801270,,,當假面具,,,,,
801227,28,apakiracevane,,2801271,,,叫人採草藥,,,,,
801228,28,apakiraedrane,,2801272,,,叫人搬石砌石的石頭,,,,,
801229,28,apakiragadhane,,2801273,,,要給驚喜,,,,,
801230,28,apakiramavane,,2801274,,,要和他一樣；要用來比的,,,,,
801231,28,apakiraragadhane,,2801275,,,要給…喜樂,,,,,
801232,28,apakiraraketane,,2801276,,,要使…注意,,,,,
801233,28,apakirarimuane,,2801277,,,要趕工；要催促,,,,,
801234,28,apakirimirimua,,2801278,,,要快一點；要盡快,,,,,
801235,28,apakulrulrulane,,2801279,,,會成為孤獨,,,,,
801236,28,apakungukwanane,,2801280,,,要在學校的,,,,,
801237,28,apakwalriane,,2801281,,,加重負擔,,,,,
801238,28,apaladekane,,2801282,,,要滲透的,,,,,
801239,28,apalakebane,,2801283,,,要保護,,,,,
801240,28,apalalangay,,2801284,,,給他們互買賣,,,,,
801241,28,apalalangida,,2801285,,,以不同顏色的琉璃珠串出的飾品,,,,,
801242,28,apalalapirane,,2801286,,,要併肩,,,,,
801243,28,apalalasarane,,2801287,,,要透明的,,,,,
801244,28,apalalavane,,2801288,,,要試試的,,,,,
801245,28,apalaliase,,2801289,,,介紹男女青年認識,,,,,
801246,28,apalaliwkay,,2801290,,,搖晃,,,,,
801247,28,apalalrwadhane,,2801291,,,要解釋；要說明白,,,,,
801248,28,apalalungu,,2801292,,,把兩人面對面,,,,,
801249,28,apalangalangay,,2801293,,,採購；忙著購買,,,,,
801250,28,apalapane,,2801294,,,要削平的,,,,,
801251,28,apalapuane,,2801295,,,要給…飼養,,,,,
801252,28,apalatadrane,,2801296,,,要在外面,,,,,
801253,28,apalecegane,,2801297,,,要直接,,,,,
801254,28,apaledrane,,2801298,,,要點亮,,,,,
801255,28,apaleketane,,2801299,,,要給…量,,,,,
801256,28,apalelrengane,,2801300,,,要直達,,,,,
801257,28,apalemelemeleme,,2801301,,,很快地捆起來,,,,,
801258,28,apalenadhane,,2801302,,,要蓋雨具,,,,,
801259,28,apalengelengane,,2801303,,,要正直或對的事,,,,,
801260,28,apalralravi,,2801304,,,不同色的排列（二種色彩）,,,,,
801261,28,apalralrawthu,,2801305,,,永遠的；永久的,,,,,
801262,28,apalralraylraylray,,2801306,,,出草同時獵一男一女的人頭。,,,,,
801263,28,apalralribate,,2801307,,,叫互相超越,,,,,
801264,28,apalralrilrikudru,,2801308,,,背對背,,,,,
801265,28,apalralruka,,2801309,,,有時放鬆,,,,,
801266,28,apalralrumay,,2801310,,,有時會打,,,,,
801267,28,apalrebane,,2801311,,,變特別的,,,,,
801268,28,apalreemane,,2801312,,,要催熟的,,,,,
801269,28,apalribatane,,2801313,,,要超越,,,,,
801270,28,apalribulane,,2801314,,,要救的,,,,,
801271,28,apalricane,,2801315,,,要扭轉,,,,,
801272,28,apalridalridame,,2801316,,,亂伸舌頭,,,,,
801273,28,apalridralridraw,,2801317,,,走路不穩的,,,,,
801274,28,apalridrilridruku,,2801318,,,混合在一起,,,,,
801275,28,apalrigilrigili,,2801319,,,搞小動作,,,,,
801276,28,apalrikalrikape,,2801320,,,勤拜訪；很會拜訪的意思,,,,,
801277,28,apalrilriane,,2801321,,,要遮蔭,,,,,
801278,28,apalripethepethele,,2801322,,,很快整理,,,,,
801279,28,apalrithethethe,,2801323,,,一個個綁緊,,,,,
801280,28,apalrumalrumay,,2801324,,,連續打,,,,,
801281,28,apalrungalrungalrungu,,2801325,,,連續搖動,,,,,
801282,28,apalukalukaluku,,2801326,,,亂搖動；搖一搖罐子裡,,,,,
801283,28,apamamuriane,,2801327,,,一次講話用多種語言,,,,,
801284,28,apamatikurwane,,2801328,,,會使貧窮；會使損失,,,,,
801285,28,apamealane,,2801329,,,要弄乾,,,,,
801286,28,apamemecanane,,2801330,,,要叫…閉眼,,,,,
801287,28,apamubalrivane,,2801331,,,要叫…回家的,,,,,
801288,28,apamwalralra,,2801332,,,很快拿掉,,,,,
801289,28,apamwalrane,,2801333,,,要叫…拿掉,,,,,
801290,28,apamwamwa,,2801334,,,配合；相配；調和,,,,,
801291,28,apanane,,2801335,,,要獲獵物,,,,,
801292,28,apananene,,2801336,,,有時坐著,,,,,
801293,28,apananenea,,2801337,,,有時要坐,,,,,
801294,28,apanapanane,,2801338,,,可以獵到的,,,,,
801295,28,apaneneane,,2801339,,,要給…坐,,,,,
801296,28,apangeala,,2801340,,,有時要扛起來,,,,,
801297,28,apangealane,,2801341,,,要給…扛起來,,,,,
801298,28,apangiabaladhane,,2801342,,,要輕輕的,,,,,
801299,28,apangialravane,,2801343,,,要模仿的,,,,,
801300,28,apangibilriane,,2801344,,,要回報的,,,,,
801301,28,apangicalukadhane,,2801345,,,要斜的,,,,,
801302,28,apangicikipane,,2801346,,,要摺的,,,,,
801303,28,apangicugane,,2801347,,,要賠償的,,,,,
801304,28,apangidalarane,,2801348,,,要散開來,,,,,
801305,28,apangidrepetane,,2801349,,,要稍壓住,,,,,
801306,28,apangiebekane,,2801350,,,角落要墊舖的,,,,,
801307,28,apangilingili,,2801351,,,不公平的意思；給的有多的有少的,,,,,
801308,28,apangipiane,,2801352,,,本來要做的,,,,,
801309,28,apangiraragelane,,2801353,,,要給他自己取倉庫的食糧,,,,,
801310,28,apangirubuane,,2801354,,,要集中,,,,,
801311,28,apanguabane,,2801355,,,要用揹的,,,,,
801312,28,apangubabelengane,,2801356,,,要從上面,,,,,
801313,28,apangubabiabilane,,2801357,,,要從邊邊,,,,,
801314,28,apangubeane,,2801358,,,要用剝開的,,,,,
801315,28,apangubebelengane,,2801359,,,要從上面,,,,,
801316,28,apangubilibilane,,2801360,,,要用拉的,,,,,
801317,28,apangubulriane,,2801361,,,要合力抬的,,,,,
801318,28,apangubutulane,,2801362,,,要用解剖的,,,,,
801319,28,apangucacane,,2801363,,,要用剝開或切開的,,,,,
801320,28,apangucakwanane,,2801364,,,酬勞意思意思的給；非按實價給。,,,,,
801321,28,apangucalrigane,,2801365,,,要用砍的,,,,,
801322,28,apangucavalriane,,2801366,,,要從屋頂上面,,,,,
801323,28,apangucivane,,2801367,,,用斟飯,,,,,
801324,28,apangudadavacane,,2801368,,,要用走路,,,,,
801325,28,apangudadaylane,,2801369,,,要遠一點,,,,,
801326,28,apangudadethane,,2801370,,,要近一點,,,,,
801327,28,apangudakucane,,2801371,,,要用抓的清理,,,,,
801328,28,apangudalranane,,2801372,,,要帶去田裡,,,,,
801329,28,apangudidiwsane,,2801373,,,要給乘車,,,,,
801330,28,apangudreelane,,2801374,,,要用看的,,,,,
801331,28,apangudrepetane,,2801375,,,要用壓的,,,,,
801332,28,apangugacegacane,,2801376,,,要用抓癢,,,,,
801333,28,apangugamucane,,2801377,,,用手抓一把,,,,,
801334,28,apangugaranganane,,2801378,,,要靠膽識,,,,,
801335,28,apangukacane,,2801379,,,要用咬,,,,,
801336,28,apangukaralealane,,2801380,,,要用喊叫,,,,,
801337,28,apangukerengane,,2801381,,,要用綁的,,,,,
801338,28,apangukisane,,2801382,,,要給…乘火車,,,,,
801339,28,apangukungkwnane,,2801383,,,要走法律（院）,,,,,
801340,28,apangukupane,,2801384,,,要用偷的,,,,,
801341,28,apangulaysane,,2801385,,,要用禁食,,,,,
801342,28,apangulelebeane,,2801386,,,要從下面,,,,,
801343,28,apangulingasane,,2801387,,,要打電話,,,,,
801344,28,apangulrane,,2801388,,,要搥打,,,,,
801345,28,apangulrangiadrane,,2801389,,,要用腳壓扁草地,,,,,
801346,28,apangulrathipane,,2801390,,,要用切片,,,,,
801347,28,apangulratukane,,2801391,,,要從洞穿過去,,,,,
801348,28,apangulrikapane,,2801392,,,要用訪視,,,,,
801349,28,apangulrikilane,,2801393,,,要單車載,,,,,
801350,28,apangulringulane,,2801394,,,要用圍捕方式,,,,,
801351,28,apangumatetengeane,,2801395,,,只能私語或附耳講話,,,,,
801352,28,apangumavavalane,,2801396,,,要用分的,,,,,
801353,28,apangumwane,,2801397,,,要親自去,,,,,
801354,28,apangungwanane,,2801398,,,要放在鼻子上,,,,,
801355,28,apangurigiane,,2801399,,,要給…騎馬,,,,,
801356,28,apangusabalriane,,2801400,,,要用嗅的,,,,,
801357,28,apangusangatane,,2801401,,,要用木條保土失,,,,,
801358,28,apanguselaelane,,2801402,,,一再回來,,,,,
801359,28,apangusikawlane,,2801403,,,要用派的,,,,,
801360,28,apangutukudrane,,2801404,,,要用背的,,,,,
801361,28,apangutupurane,,2801405,,,要用鐵棒打碎,,,,,
801362,28,apanianiakane,,2801406,,,要活；要生活,,,,,
801363,28,apapacadhane,,2801407,,,要殺的,,,,,
801364,28,apapacasane,,2801408,,,要給…寫,,,,,
801365,28,apapaculru,,2801409,,,膝蓋露出來（指小姐露出腿）,,,,,
801366,28,apapakilri,,2801410,,,露出腳踝,,,,,
801367,28,apapalreba,,2801411,,,有時換換味口或換其他方式,,,,,
801368,28,apapanene,,2801412,,,有時給坐下來,,,,,
801369,28,apapangce,809375,2801413,,,內褲露出來,,,,,
801370,28,apapapilri,,2801414,,,兩者擇一,,,,,
801371,28,apapasalrumasimi,,2801415,,,一面做一面填平,,,,,
801372,28,apapase,,2801416,,,毒蜘蛛,,,,,
801373,28,apapathuthu,,2801417,,,有時會餵奶,,,,,
801374,28,apapati,,2801418,,,露下體,,,,,
801375,28,apapawku,,2801419,,S,蝗蟲,,,,,
801375,28,apapawku,,2801420,,S,蚱蜢,動物(含昆蟲),,,,
801376,28,apapeeane,,2801421,,,要扭乾；要擠汁；要脫水,,,,,
801377,28,apapeeke,,2801422,,,露出肚臍,,,,,
801378,28,apapiane,,2801423,,,要去的方向,,,,,
801379,28,apapiku,,2801424,,,露出手肘,,,,,
801380,28,apapirace,,2801425,,,想放屁,,,,,
801381,28,apapungu,,2801426,,,到處碰撞,,,,,
801382,28,apapunu,,2801427,,,上額頭大的意思；額頭寬頭；露出額頭（如戴頭飾時）,,,,,
801383,28,apaputa,,2801428,,,想吐,,,,,
801384,28,aparaeraedre,,2801429,,,很快砌石牆；隨手修石砌,,,,,
801385,28,aparakane,,2801430,,,要打碎,,,,,
801386,28,aparakarakadre,,2801431,,,亂刺（用棍子、刀、槍）,,,,,
801387,28,aparalikilikane,,2801432,,,要用手指彈水（撒水）,,,,,
801388,28,aparamaramavane,,2801433,,,公平的,,,,,
801389,28,aparamaramaw,,2801434,,,公平；公正；都一樣,,,,,
801390,28,aparamurane,,2801435,,,過分的,,,,,
801391,28,aparangithiane,,2801436,,,要微笑的,,,,,
801392,28,aparararwudha,,2801437,,,有時搖一下（嬰孩搖籃）,,,,,
801393,28,apararesay,,2801438,,,叫兩人合夥工作,,,,,
801394,28,apararibicane,,2801439,,,要給…互相搶,,,,,
801395,28,apararitayti,,2801440,,,有咬牙切齒,,,,,
801396,28,apararubua,,2801441,,,有時參與湊錢；也要參與湊東西,,,,,
801397,28,apararuthuku,,2801442,,,有時抓好（指在玩的小朋友）,,,,,
801398,28,aparearesay,,2801443,,,給…合夥作（三人以上）,,,,,
801399,28,aparesadhane,,2801444,,,要給…合夥的,,,,,
801400,28,apareteretege,,2801445,,,連續切斷,,,,,
801401,28,apariciriciw,,2801446,,,攪亂；教唆,,,,,
801402,28,aparigarigane,,2801447,,,要給…發芽；使長出嫩芽,,,,,
801403,28,aparubuane,,2801448,,,要送給收集的人,,,,,
801404,28,aparulane,,2801449,,,要咳嗽,,,,,
801405,28,aparurane,,2801450,,,要打下落果,,,,,
801406,28,aparutututu,,2801451,,,催促；促使更快；連續不停,,,,,
801407,28,aparwabelengane,,2801452,,,要弄高；要提升,,,,,
801408,28,aparwacucubungane,,2801453,,,要往前移,,,,,
801409,28,aparwadilane,,2801454,,,要長進；要使進步,,,,,
801410,28,aparwalrilrikudrane,,2801455,,,要往後面,,,,,
801411,28,apasabalriane,,2801456,,,要給…嗅（聞）,,,,,
801412,28,apasabelengane,,2801457,,,要放在上面,,,,,
801413,28,apasakaykay,,2801458,,,按順序排放在一起的意思,,,,,
801414,28,apasalaladhane,,2801459,,,要順從,,,,,
801415,28,apasalebeane,,2801460,,,要放在下面,,,,,
801416,28,apasalelebeane,,2801461,,,要放更下層,,,,,
801417,28,apasalriane,,2801462,,,要給…搬運,,,,,
801418,28,apasalrilrikudrane,,2801463,,,要放在後面,,,,,
801419,28,apasalrivane,,2801464,,,要犯罪的,,,,,
801420,28,apasalrumasimasimi,,2801465,,,打平；打圓緩,,,,,
801421,28,apasalrusalrugu,,2801466,,,丟擲很多石頭,,,,,
801422,28,apasangililuku,,2801467,,,都帶去；隨便帶去,,,,,
801423,28,apasapitane,,2801468,,,要叫人排好的,,,,,
801424,28,apasarane,,2801469,,,要篩選,,,,,
801425,28,apasarusaruru,,2801470,,,轉話；傳達,,,,,
801426,28,apasasakay,,2801471,,,兩人或兩個放在一起；叫兩人在一起（坐著或站立）,,,,,
801427,28,apasasilapa,,2801472,,,叫他們互相找,,,,,
801428,28,apasaswinu,,2801473,,,偏袒一方的意思,,,,,
801429,28,apasatedrane,,2801474,,,要叫人送去,,,,,
801430,28,apasathilane,,2801475,,,要放一邊,,,,,
801431,28,apasavanalane,,2801476,,,要放在右邊,,,,,
801432,28,apasaviriane,,2801477,,,要放在左邊,,,,,
801433,28,apase,,2801478,,U,螃蟹,動物(含昆蟲),,,,
801433,28,apase,,2801479,,U,螃蟹,,,,,
801434,28,apasekesekete,,2801480,,,都藏起來,,,,,
801435,28,apaselrepane,,2801481,,,要填土；要覆土,,,,,
801436,28,apaselreselrepe,,2801482,,,到處填土,,,,,
801437,28,apasiaciladhane,,2801483,,,要叫…帶水,,,,,
801438,28,apasiagiane,,2801484,,,要叫…磨平（水泥工程）,,,,,
801439,28,apasiamecane,,2801485,,,要給…背東西,,,,,
801440,28,apasiangatwane,,2801486,,,要給…帶木柴,,,,,
801441,28,apasiapudhane,,2801487,,,要給…帶火把,,,,,
801442,28,apasiavavane,,2801488,,,要給…觀賞的,,,,,
801443,28,apasibabane,,2801489,,,要重新原來縫過的線,,,,,
801444,28,apasicingasane,,2801490,,,要帶插頭上飾品,,,,,
801445,28,apasicivarane,,2801491,,,要給…戴羽毛,,,,,
801446,28,apasicungulane,,2801492,,,要給…繼承,,,,,
801447,28,apasidaanane,,2801493,,,要給房子,,,,,
801448,28,apasidane,,2801494,,,促使進步,,,,,
801449,28,apasikabangane,,2801495,,,要給…戴包包,,,,,
801450,28,apasikacingane,,2801496,,,要給…戴後敞褲,,,,,
801451,28,apasikadradhane,,2801497,,,要給…帶網袋,,,,,
801452,28,apasikakadradhane,,2801498,,,要給…小網袋,,,,,
801453,28,apasikakalathane,,2801499,,,要給…戴小手鐲,,,,,
801454,28,apasikalathane,,2801500,,,要給…戴手環,,,,,
801455,28,apasikaradrarane,,2801501,,,要給…戴背籃,,,,,
801456,28,apasikasane,,2801502,,,要給…帶斗笠,,,,,
801457,28,apasikasudhane,,2801503,,,要給…穿長褲,,,,,
801458,28,apasikawlane,,2801504,,,要叫人派去的,,,,,
801459,28,apasikawswane,,2801505,,,要給帶洋傘,,,,,
801460,28,apasikeceane,,2801506,,,要給…穿鞋子,,,,,
801461,28,apasikerekerane,,2801507,,,要給…戴腳鈴鐺,,,,,
801462,28,apasikipingane,,2801508,,,要給…穿衣服,,,,,
801463,28,apasikucicane,,2801509,,,要給…穿尿布,,,,,
801464,28,apasilabacane,,2801510,,,要給…戴皮包,,,,,
801465,28,apasilabitane,,2801511,,,要給…穿短裙,,,,,
801466,28,apasilange,,2801512,,,一起,,,,,
801467,28,apasilapane,,2801513,,,要叫…找,,,,,
801468,28,apasileketane,,2801514,,,要作標準；要作量的標準,,,,,
801469,28,apasilenadhane,,2801515,,,要給…帶雨衣,,,,,
801470,28,apasilrabinane,,2801516,,,要給…穿長袍,,,,,
801471,28,apasilrabwane,,2801517,,,要給…佩帶長刀,,,,,
801472,28,apasilribatane,,2801518,,,會超過,,,,,
801473,28,apasilribwane,,2801519,,,要打樁的；要搗的,,,,,
801474,28,apasilridingane,,2801520,,,要給…戴耳環,,,,,
801475,28,apasilrudhane,,2801521,,,要作嫁妝,,,,,
801476,28,apasiludane,,2801522,,,要叫…撿起來,,,,,
801477,28,apasilumasane,,2801523,,,要叫…帶袋子,,,,,
801478,28,apasinaganane,,2801524,,,要起名字的,,,,,
801479,28,apasinavane,,2801525,,,要叫人洗的,,,,,
801480,28,apasipane,,2801526,,,要一起算,,,,,
801481,28,apasipunane,,2801527,,,會使…吃虧,,,,,
801482,28,apasisesekane,,2801528,,,要墊背（如揹負的重東西背墊軟的東西）,,,,,
801483,28,apasivavangane,,2801529,,,要給…玩,,,,,
801484,28,apasudalrwane,,2801530,,,要招待,,,,,
801485,28,apasueteane,,2801531,,,要裝滿,,,,,
801486,28,apasukalrane,,2801532,,,要好多次,,,,,
801487,28,apasukubane,,2801533,,,舉行婚禮,,,,,
801488,28,apasulramwane,,2801534,,,要動手,,,,,
801489,28,apasulrapane,,2801535,,,要給…摸,,,,,
801490,28,apasutaluane,,2801536,,,要給…靠背,,,,,
801491,28,apaswabelengane,,2801537,,,要仰望天,,,,,
801492,28,apaswadhane,,2801538,,,會惡化；會逐漸；會漸漸,,,,,
801493,28,apaswalane,,2801539,,,要先的,,,,,
801494,28,apatakalraane,,2801540,,,要很多人,,,,,
801495,28,apatakelane,,2801541,,,要到達的；送達,,,,,
801496,28,apatakililane,,2801542,,,要叫…提起來,,,,,
801497,28,apatakunianiakane,,2801543,,,要活的,,,,,
801498,28,apatangadrane,,2801544,,,要給…塞在嘴,,,,,
801499,28,apatangetangane,,2801545,,,要叫…捶打,,,,,
801500,28,apataru,,2801546,,,要幾個的意思（指數字）,,,,,
801501,28,apatavuvulrucu,,2801547,,,騙人的,,,,,
801502,28,apateletelenge,,2801548,,,都在擋住；不斷阻止,,,,,
801503,28,apatengane,,2801549,,,成真,,,,,
801504,28,apateteane,,2801550,,,要立的,,,,,
801505,28,apathabangane,,2801551,,,要放在懷裡（用衣裙子捲起包在懷裡）,,,,,
801506,28,apathagilane,,2801552,,,要開始,,,,,
801507,28,apathalethalane,,2801553,,,要打鐵的,,,,,
801508,28,apathalrane,,2801554,,,要嫉妒破壞,,,,,
801509,28,apathalravane,,2801555,,,要改水道,,,,,
801510,28,apathalrilrikuane,,2801556,,,要比喻,,,,,
801511,28,apathangadrane,,2801557,,,要給…咬（大口咬的意思）,,,,,
801512,28,apathathilane,,2801558,,,分兩邊；喜歡一個不喜歡一個,,,,,
801513,28,apathathulrithi,,2801559,,,給…輪流,,,,,
801514,28,apathavungane,,2801560,,,要懲罰的,,,,,
801515,28,apathimithimane,,2801561,,,不敢面對,,,,,
801516,28,apathingalane,,2801562,,,要給…知道的,,,,,
801517,28,apathithilane,,2801563,,,只在一邊,,,,,
801518,28,apathivalravane,,2801564,,,要偏方向,,,,,
801519,28,apathulrithane,,2801565,,,要換人做,,,,,
801520,28,apathuthuane,,2801566,,,要餵奶,,,,,
801521,28,apatitilibi,,2801567,,,有排列,,,,,
801522,28,apatubakebakane,,2801568,,,要推倒,,,,,
801523,28,apatubiane,,2801569,,,使傷心,,,,,
801524,28,apatubungane,,2801570,,,要給…打粉的,,,,,
801525,28,apatudaanane,,2801571,,,要給…蓋房子,,,,,
801526,28,apatudidiwsane,,2801572,,,要給…造車子,,,,,
801527,28,apatudralriane,,2801573,,,使人跟著學壞,,,,,
801528,28,apatudrapalane,,2801574,,,叫…做義腳,,,,,
801529,28,apatudrutudrwane,,2801575,,,要分配,,,,,
801530,28,apatudrwane,,2801576,,,要放桶防漏水,,,,,
801531,28,apatuelreane,,2801577,,,要全部,,,,,
801532,28,apatukalrane,,2801578,,,要做多,,,,,
801533,28,apatukangane,,2801579,,,要叫…捕魚,,,,,
801534,28,apatukudraliane,,2801580,,,要給午餐,,,,,
801535,28,apatukudrane,,2801581,,,要給…背,,,,,
801536,28,apatukwakudha,,2801582,,,分類,,,,,
801537,28,apatukwakudhane,,2801583,,,要分類,,,,,
801538,28,apatukwalreane,,2801584,,,要給早餐,,,,,
801539,28,apatulrepelrepenge,,2801585,,,一次做完,,,,,
801540,28,apatulurane,,2801586,,,有用處（沒有白費的意思）；有意義；有價值,,,,,
801541,28,apatumatumane,,2801587,,,很會做不同的事；很有技巧,,,,,
801542,28,apatumiyaiya,,2801588,,,生出不同怪怪的東西,,,,,
801543,28,apatunanane,,2801589,,,要擠膿,,,,,
801544,28,apatupapalrane,,2801590,,,要叫…跟隨；要依從的,,,,,
801545,28,apatupurane,,2801591,,,要叫…打碎,,,,,
801546,28,apaturamecane,,2801592,,,要叫…做手工,,,,,
801547,28,apaturaparane,,2801593,,,要叫…做高吊架,,,,,
801548,28,apatuthingalane,,2801594,,,要做記號,,,,,
801549,28,apatuturane,,2801595,,,要裝水（流出的水裝在水桶）,,,,,
801550,28,apatuvalane,,2801596,,,要花時間（一天）的意思,,,,,
801551,28,apatwaladhane,,2801597,,,要根據的；要依據的；來源,,,,,
801552,28,apau,,2801598,,,要做的,,,,,
801553,28,apaubangalrane,,2801599,,,要答應,,,,,
801554,28,apaububulane,,2801600,,,不會管理田裡的意思；使田裡生出雜草,,,,,
801555,28,apaucakeena,,2801601,,,有時下地面,,,,,
801556,28,apaukalavane,,2801602,,,要留著等待,,,,,
801557,28,apaukudrane,,2801603,,,要撐住,,,,,
801558,28,apaukukuludrane,,2801604,,,作稻草人（使要害農作物的不敢入侵）,,,,,
801559,28,apaukuludrane,,2801605,,,會使…害怕,,,,,
801560,28,apaulatadra,,2801606,,,要送到外面；給守喪家除禁忌（引到外面）儀式,,,,,
801561,28,apaulrakadhane,,2801607,,,會使高興,,,,,
801562,28,apaulrawlravane,,2801608,,,要付酬勞,,,,,
801563,28,apaulrenegane,,2801609,,,要叫…清除石頭,,,,,
801564,28,apaulrudrane,,2801610,,,要立柱子,,,,,
801565,28,apaulrungane,,2801611,,,要套上,,,,,
801566,28,apaulucane,,2801612,,,要給他們摔角,,,,,
801567,28,apaululucu,,2801613,,,舉辦角力賽,,,,,
801568,28,apaumane,,2801614,,,要給…親,,,,,
801569,28,apaumawma,,2801615,,,左右親吻,,,,,
801570,28,apaungulane,,2801616,,,要給…喝,,,,,
801571,28,apausulrane,,2801617,,,要給…整地,,,,,
801572,28,apausururane,,2801618,,,要繼承；要傳下,,,,,
801573,28,apauthawthame,,2801619,,,連續用手搓揉東西,,,,,
801574,28,apavacivacili,,2801620,,,都在分株,,,,,
801575,28,apavala,,2801621,,,分；分兩分,,,,,
801576,28,apavalavala,,2801622,,I,分給,肢體動作,,,,
801576,28,apavalavala,,2801623,,I,分（東西）,肢體動作,,,,
801577,28,apavavala,,2801624,,,分給,,,,,
801578,28,apavelevelevele,,2801625,,,亂動；一個一個動的意思,,,,,
801579,28,apavethevethevethe,,2801626,,,耍鞭子或細條亂甩打,,,,,
801580,28,apaviaviavi,,2801627,,,亂捏面頰,,,,,
801581,28,apaw,,2801628,,,要分…；分...,,,,,
801582,28,apawbilane,,2801629,,,要完成；要到岸上；要到最邊邊,,,,,
801583,28,apawcungulane,,2801630,,,要…繼承,,,,,
801584,28,apawkelretane,,2801631,,,要分足,,,,,
801585,28,apawlacengane,,2801632,,,要種菜的,,,,,
801586,28,apawlapanadhane,,2801633,,,要種玉米,,,,,
801587,28,apawlebeane,,2801634,,,要送下去；協助下來,,,,,
801588,28,apawlecegane,,2801635,,,要歸正的,,,,,
801589,28,apawlrabukane,,2801636,,,要叫…誤入,,,,,
801590,28,apawmanemanane,,2801637,,,要種東西,,,,,
801591,28,apawnasiane,,2801638,,,要種水梨,,,,,
801592,28,apawpia,,2801639,,,有分多少,,,,,
801593,28,apawpiane,,2801640,,,要分或切多少,,,,,
801594,28,apawsabikiane,,2801641,,,要種檳榔,,,,,
801595,28,apawsaliane,,2801642,,,要種月桃,,,,,
801596,28,apawseegane,,2801643,,,要拉直,,,,,
801597,28,apawsiwsiane,,2801644,,,他擁有的東西或吃的故意給別人看，使別人羨慕,,,,,
801598,28,apawtaiyane,,2801645,,,要種芋頭,,,,,
801599,28,apawtamakwane,,2801646,,,要種菸草,,,,,
