編號,語別,詞語,語源,義項,詞類,等級,翻譯,分類,近義詞,反義詞,相關詞,附註
805624,28,kipasangaw,,2806011,,,讓手；自己的份讓給別人或不參加分配的東西,,,,,
805625,28,kipasilapa,,2806012,,,要找,,,,,
805626,28,kipasilape,,2806013,,,找；找人,,,,,
805627,28,kipasudalru,,2806014,,,被招待,,,,,
805628,28,kipatani,,2806015,,,被分到；有分到,,,,,
805629,28,kipatatubi,,2806016,,,結婚惜別式；哭別,,,,,
805630,28,kipathavungu,,2806017,,,被罰,,,,,
805631,28,kipawcungulu,,2806018,,,被授權繼承,,,,,
805632,28,kipawtenga,,2806019,,,相信,,,,,
805633,28,kipawtengatenga,,2806020,,,都在相信；一直相信,,,,,
805634,28,kipaysisu,,2806021,,,在賺錢,,,,,
805635,28,kipaysu,,2806022,,,賺錢；領錢,,,,,
805636,28,kipeapelay,,2806023,,,浮在水面上,,,,,
805637,28,kipelaela,,2806024,,,被告知；聽到,,,,,
805638,28,kipelaelaela,,2806025,,,被告知；聽到,,,,,
805639,28,kipelay,,2806026,,,浮上,,,,,
805640,28,kiperavane,,2806027,,,湊熱鬧,,,,,
805641,28,kipilri,,2806028,,,挑剔,,,,,
805642,28,kipingi,,2806029,,S,衣服,,,,,
805642,28,kipingi,,2806030,,S,上衣,織布服飾,,,,
805643,28,kipipithingi,,2806031,,,有切過的,,,,,
805644,28,kipithingi,,2806032,,,切塊,,,,,
805645,28,kipu,,2806033,,,票,,,,,
805646,28,kipuawngane,,2806034,,,擔任工作或職務,,,,,
805647,28,kipukadaw,,2806035,,,還存希望,,,,,
805648,28,kipulaali,,2806036,,,締結姊妹；伴娘,,,,,
805649,28,kipulangay,,2806037,,,向獵首者買榮譽，表示有份於獵首,,,,,
805650,28,kipunagane,,2806038,,,名字被提上；榜上有名,,,,,
805651,28,kipuranaw,,2806039,,,要求的太高，似乎故意要求很高,,,,,
805652,28,kipusamalramalra,,2806040,,,被羨慕,,,,,
805653,28,kipusaw,,2806041,,,道別,,,,,
805654,28,kiraceva,,2806042,,,草藥；去採要賣的草藥,,,,,
805655,28,kiracevane,,2806043,,,採山藥,,,,,
805656,28,kiragai,,2806044,,,快樂；高興,,,,,
805657,28,kiragay,,2806045,,,快樂,,,,,
805657,28,kiragay,,2806046,,,高興,,,,,
805658,28,kirakerakete,,2806047,,,正在進行迎娶的儀式,,,,,
805659,28,kirakete,,2806048,,,新郎迎娶新娘的儀式,,,,,
805660,28,kirakiraw,,2806049,,,凍瘡（常發生於冬天）,,,,,
805661,28,kiramava,,2806050,,,要一樣,,,,,
805662,28,kiramaw,,2806051,,,學樣；與別人一樣,,,,,
805663,28,kiranava,,2806052,,,要超過；全部的意思,,,,,
805664,28,kiranaw,,2806053,,,盡所能的,,,,,
805665,28,kiraragadha,,2806054,,,要喜樂啊,,,,,
805666,28,kiraraketa,,2806055,,,要注意；要負責,,,,,
805667,28,kirarakete,,2806056,,,注意（注意細節）,,,,,
805668,28,kiraramaw,,2806057,,,和人比較,,,,,
805669,28,kirararagai,,2806058,,,都在高興或快樂,,,,,
805670,28,kirararamaw,,2806059,,,一直在比較,,,,,
805671,28,kiraribici,,2806060,,,搶著拿；爭搶,,,,,
805672,28,kirarimu,,2806061,,,快；快一點,,,,,
805673,28,kirasingi,,2806062,,,熟悉；習慣；接觸,,,,,
805674,28,kiraw,,2806063,,,凍瘡（冬天腳跟成黑色裂傷）,,,,,
805675,28,kirawrathudane,,2806064,,,合群,,,,,
805676,28,kiraysi,,2806065,,,接連,,,,,
805677,28,kirecenge,,2806066,,,抓住；抓；手握住,,,,,
805678,28,kiredelane,,2806067,,,同夥；與他們一起走,,,,,
805679,28,kiredele,,2806068,,,一起走,,,,,
805680,28,kiresay,,2806069,,,去和他合夥作，二人一起作一個田裡（合夥）,,,,,
805681,28,kiridri,,2806070,,U,刮苧麻,織布服飾,,,,
805682,28,kirikiri,,2806071,,I,炒,,,,,
805682,28,kirikiri,,2806072,,I,炒（飯菜）,生活作息,,,,
805683,28,kirimase,,2806073,,,斷電,,,,,
805684,28,kirimu,,2806074,,,突然；就的意思,,,,,
805685,28,kirimua,,2806075,,,快一點；快點,,,,,
805686,28,kirimwa,,2806076,,,快,,,,,
805686,28,kirimwa,,2806077,,,趕快,,,,,
805687,28,kirimwakane,,2806078,,,借,,,,,
805688,28,kiringi,,2806079,,,豬皮,,,,,
805689,28,kiriti,,2806080,,,刮,,,,,
805690,28,kiruku,,2806081,,,記錄；記載；紀錄,,,,,
805691,28,kiruru,,2806082,,,受施捨；被施捨；丟給,,,,,
805692,28,kisa,,2806083,,,火車,交通,,,,
805692,28,kisa,,2806084,,,火車,,,,,
805693,28,kisaba,,2806085,,,木薯,,,,,
805694,28,kisacane,,2806086,,,警察的；屬警察的,,,,,
805695,28,kisace,,2806087,,U,警察,人物、身分,,,,
805695,28,kisace,,2806088,,U,警察,,,,,
805696,28,kisaela,,2806089,,,被感染,,,,,
805698,28,kisalru,,2806090,,,完了（走了或死了）,,,,,
805699,28,kisalrunga,,2806091,,,死了,,,,,
805700,28,kisamula,,2806092,,,努力；認真；勤勞,,,,,
805700,28,kisamula,,2806093,,,努力,,,,,
805701,28,kisamulamula,,2806094,,,要努力,,,,,
805702,28,kisamulane,,2806095,,,努力的成果,,,,,
805703,28,kisamulanga,,2806096,,,開始努力,,,,,
805704,28,kisange,,2806097,,,計算；數算,,,,,
805705,28,kisani,,2806098,,,欲；想要,,,,,
805706,28,kisanu,,2806099,,,欲；想要,,,,,
805707,28,kisaswarava,,2806100,,,趕工,,,,,
805708,28,kise,,2806101,,,窺視（從別人的裙子下窺視）,,,,,
805709,28,kiseka,,2806102,,,緩的意思；不斷陣痛後稍緩下來不痛,,,,,
805710,28,kisi,,2806103,,I,碗,物品(不含食品),,,,
805710,28,kisi,,2806104,,I,碗,,,,,
805711,28,kisia,,2806105,,U,盛飯,,,,,
805711,28,kisia,,2806106,,U,火車,,,,,
805712,28,kisiana,,2806107,,,再盛飯,,,,,
805713,28,kisiane,,2806108,,,一碗的意思,,,,,
805714,28,kisikawlane,,2806109,,,受差,,,,,
805715,28,kisikawlu,,2806110,,,差使；派工,,,,,
805716,28,kisikisi,,2806111,,,硬的意思，硬的東西互相摩擦聲,,,,,
805717,28,kisilanga,,2806112,,,要跟著一樣或一起,,,,,
805718,28,kisilange,,2806113,,,配合；一起；同一時間,,,,,
805719,28,kisilapa,,2806114,,,要找,,,,,
805720,28,kisinkiw,,2806115,,,參選,,,,,
805721,28,kisisi,,2806116,,,山羊,,,,,
805722,28,kisiwtingi,,2806117,,,終點線,,,,,
805724,28,kisuasula,,2806118,,,推託；不好意（別人給的不好意思拿）,,,,,
805725,28,kisuberaberathe,,2806119,,,有人供養（指有身份（貴族）平民服侍供養的意思）,,,,,
805726,28,kisudalru,,2806120,,,認識；熟悉,,,,,
805727,28,kisuete,,2806121,,,被充滿,,,,,
805728,28,kisula,,2806122,,,不好意思拿,,,,,
805729,28,kisulrasulraw,,2806123,,,被治療中,,,,,
805730,28,kisulrava,,2806124,,,去看病,,,,,
805731,28,kisulravane,,2806125,,,要看病的,,,,,
805732,28,kisulraw,,2806126,,,就醫；看醫生,,,,,
805732,28,kisulraw,,2806127,,,被看,,,,,
805733,28,kisulrealrebane,,2806128,,,所得的不是常有，不習慣的意思,,,,,
805734,28,kisulrebane,,2806129,,,有一點不習慣,,,,,
805735,28,kisumali,,2806130,,,不可能吧；怎麼可能；不會吧,,,,,
805736,28,kisupilra,,2806131,,,享受,,,,,
805737,28,kisupilri,,2806132,,,分享,,,,,
805738,28,kisupisupilri,,2806133,,,在分享；常分享,,,,,
805739,28,kisusu,,2806134,,,信（接受宗教信仰）,,,,,
805740,28,kisusua,,2806135,,,相信,,,,,
805741,28,kisusunga,,2806136,,,相信,,,,,
805742,28,kisuswane,,2806137,,,信仰,,,,,
805743,28,kisuvai,,2806138,,,白費；浪費（無意義的意思）,,,,,
805744,28,kiswai,,2806139,,,難得；機會（現在有的可能以後沒有了）,,,,,
805745,28,kiswaswai,,2806140,,,還可以用時盡量使用，以後可能沒有機會的意思,,,,,
805746,28,kitalrava,,2806141,,,要自強,,,,,
805747,28,kitalraw,,2806142,,,自強,,,,,
805748,28,kitavuvulrucu,,2806143,,,被騙,,,,,
805749,28,kitawbalrithi,,2806144,,,前者走後又換後者來,,,,,
805750,28,kitedrese,,2806145,,,拉傷筋,,,,,
805751,28,kitepesa,,2806146,,,要禁止吃或禁足,,,,,
805752,28,kitepese,,2806147,,,禁食；禁足,,,,,
805753,28,kithareve,,2806148,,,出嫁；嫁出去,,,,,
805754,28,kithatharengece,,2806149,,,爭奪,,,,,
805755,28,kithiathingale,,2806150,,,試；試一試,,,,,
805755,28,kithiathingale,,2806151,,,學習,,,,,
805756,28,kithili,,2806152,,,取一半；有一半,,,,,
805757,28,kithingale,,2806153,,,打聽；去了解；確認,,,,,
805758,28,kithithili,,2806154,,,只取一半；只拿一半,,,,,
805759,28,kithungu,,2806155,,,否認,,,,,
805760,28,kitii,,2806156,,,決定,,,,,
805761,28,kitilri,,2806157,,U,有握柄的鍋,,,,,
805761,28,kitilri,,2806158,,U,弧形（底）鍋,物品(不含食品),,,,
805762,28,kitiri,,2806159,,,部落人送禮給新娘家,,,,,
805763,28,kitubabadha,,2806160,,,有一點陌生；很陌生不敢接近的意思,,,,,
805764,28,kitubadha,,2806161,,,陌生,,,,,
805765,28,kitubi,,2806162,,,求；要求,,,,,
805766,28,kitubia,,2806163,,,要要求；要請求,,,,,
805767,28,kitubiane,,2806164,,,要祈求的,,,,,
805768,28,kitudru,,2806165,,,被分別,,,,,
805769,28,kitudrulru,,2806166,,,被分到,,,,,
805770,28,kituelreane,,2806167,,,不幸的事集中在一人身上,,,,,
805771,28,kitukaalra,,2806168,,,好價錢的意思,,,,,
805772,28,kitukalrane,,2806169,,,賣好價錢,,,,,
805773,28,kitukucingalre,,2806170,,,被重視,,,,,
805774,28,kitukudha,,2806171,,,脫離；分開,,,,,
805775,28,kitulalake,,2806172,,,脫離；分開,,,,,
805776,28,kitulrelrepenge,,2806173,,,完整的；完全的,,,,,
805777,28,kitulrepenga,,2806174,,,要完整；要完全；要完美,,,,,
805778,28,kitulrepenge,,2806175,,,完整；完全,,,,,
805779,28,kitumanganga,,2806176,,,被當作壞人,,,,,
805780,28,kitunagame,,2806177,,,習慣；熟悉,,,,,
805781,28,kitunananagame,,2806178,,,正在習慣,,,,,
805782,28,kitusinalrelremeane,,2806179,,,被欺負的時候,,,,,
805783,28,kitusinalreme,,2806180,,,被欺負,,,,,
805784,28,kitwaga,,2806181,,,另外煮飯（不和別人一起）,,,,,
805785,28,kitwagagaga,,2806182,,,自己常另外煮（不合群的意思）；不喜歡吃別人煮的,,,,,
805786,28,kiu,,2806183,,,羊,,,,,
805787,28,kiuane,,2806184,,,羊的（用在羊的東西或飼料上）,,,,,
805788,28,kiukekerenge,,2806185,,,解開的；有解開的,,,,,
805789,28,kiulraw,,2806186,,,躲開；躲掉,,,,,
805790,28,kiulrawlrawlraw,,2806187,,,一直躲開（故意跑掉，使人看不到）,,,,,
805791,28,kiulucu,,2806188,,,被...困住,,,,,
805792,28,kiusakene,,2806189,,,羊,,,,,
805793,28,kivaevaevange,,2806190,,,玩（球）,肢體動作,,,,
805795,28,kivaga,,2806191,,,問；請問,,,,,
805795,28,kivaga,,2806192,,,請問,,,,,
805796,28,kivaivay,,2806193,,B,天天,時間,,,,
805796,28,kivaivay,,2806194,,B,每天,,,,,
805797,28,kivakivathe,,2806195,,,勤快地跑出（指有人要他做什麼；他很快用跑的去做）,,,,,
805798,28,kivala,,2806196,,,減少；拿走,,,,,
805799,28,kivalavala,,2806197,,,在減少；在拿去,,,,,
805800,28,kivatha,,2806198,,,勤快去,,,,,
805801,28,kivathe,,2806199,,,跳出去；即刻走（勤快的意思）,,,,,
805802,28,kivavaga,,2806200,,,詢問,,,,,
805802,28,kivavaga,,2806201,,,問起,,,,,
805803,28,kivavange,,2806202,,,玩；遊玩；出去玩,,,,,
805804,28,kivavavaga,,2806203,,,一直問（如作田野調查人員）,,,,,
805805,28,kivavavange,,2806204,,,一直玩耍,,,,,
805805,28,kivavavange,,2806205,,,玩耍,,,,,
805806,28,kivaw,,2806206,,,正煮粥或湯時舀出湯水,,,,,
805807,28,kivawa,,2806207,,,舀湯水啊（正在煮的時候叫他舀湯水）,,,,,
805808,28,kivelevele,,2806208,,,被動過；被弄,,,,,
805809,28,kivurasi,,2806209,,,挖地瓜,,,,,
805810,28,kivwugu,,2806210,,,吃太多漲肚子,,,,,
805811,28,kiw,,2806211,,B,羊,動物(含昆蟲),,,,
805812,28,kiwadaylane,,2806212,,,被延期,,,,,
805813,28,kiwbilrili,,2806213,,,因果報應；因做錯後得報應,,,,,
805814,28,kiwcane,,2806214,,,害怕的；恐懼的；惶恐的,,,,,
805814,28,kiwcane,,2806215,,,害怕,,,,,
805815,28,kiwcilri,,2806216,,,斷絕關係,,,,,
805816,28,kiwcu,,2806217,,,怕；懼,,,,,
805817,28,kiwgugu,,2806218,,,倒在自己身上,,,,,
805818,28,kiwkay,,2806219,,S,教會,宗教,,,,
805818,28,kiwkay,,2806220,,S,教會,,,,,
805819,28,kiwlucu,,2806221,,,被摔角,,,,,
805820,28,kiwsakene,,2806222,,,被尊重 被禮遇,,,,,
805821,28,kiwthili,,2806223,,,走到一邊；離開的意思（不再理的意思）,,,,,
805855,28,ku,,2806224,,B,在時間名詞前，構成表「過去」之時間副詞,,,,,
805855,28,ku,,2806225,,B,在主格代名詞前，構成為「自由式代名詞」,,,,,
805855,28,ku,,2806226,,B,主格標記（各族用語）,助詞或其他,804176#2804401,,,
805855,28,ku,,2806227,,B,主格標記,其他,,,,
805855,28,ku,,2806228,,B,那個,,,,,
805855,28,ku,,2806229,,B,［虛］,,,,,
805855,28,ku,,2806230,,B,我,,,,,
805855,28,ku,,2806231,,B,的,,,,,
805855,28,ku,,2806232,,B,我們,,,,,
805855,28,ku,,2806233,,B,這句,,,,,
805856,28,kuaculu,,2806234,,S,燙到,27飲食,,,,
805857,28,kuacuy,,2806235,,I,鋤頭,15農耕,,,,
805858,28,kuadaladalay,,2806236,,U,一直在燒，但火勢不大,,,,,
805859,28,kuadalay,,2806237,,,著火；火燒,,,,,
805860,28,kuadarayraysi,,2806238,,,正失火（原野失火）,,,,,
805861,28,kuadaraysi,,2806239,,,有失火,,,,,
805862,28,kuaku,,2806240,,B,我,02代名詞、指示詞,,,,
805863,28,kuakulaw,,2806241,,B,畫圖,情緒思維,,,,
805863,28,kuakulaw,,2806242,,B,畫圖,肢體動作,,,,
805864,28,kuange,,2806243,,U,槍,16狩獵,,,,
805865,28,kuangicu,,2806244,,S,剝皮,肢體動作,,,,
805866,28,kuasaane,,2806245,,I,剛才,36助詞或其他,,,,
805867,28,kuasane,,2806246,,,剛才,,,,,
805868,28,kuaupa,,2806247,,U,偷竊,30生活作息,,,,
805869,28,kuba,,2806248,,,工廠 公司,,,,,
805869,28,kuba,,2806249,,,公司,,,,,
805870,28,kubacare,,2806250,,,切掉有蟲的地瓜,,,,,
805871,28,kubaw,,2806251,,,倉廩,,,,,
805871,28,kubaw,,2806252,,,穀倉,,,,,
805872,28,kubu,,2806253,,,孵,,,,,
805873,28,kubukubu,,2806254,,,正孵蛋,,,,,
805874,28,kubungu,,2806255,,,公文,,,,,
805875,28,kubungusu,,2806256,,,鼻子有受刺激不斷地打噴嚏,,,,,
805876,28,kubuti,,2806257,,,眼睛裡有東西,,,,,
805877,28,kubutiane,,2806258,,,異物跑進眼睛,,,,,
805878,28,kubwuru,,2806259,,,清洗腸子（殺豬時）,,,,,
805879,28,kucacingase,,2806260,,,多纖維夾在牙齒的縫內,,,,,
805880,28,kucaculu,,2806261,,,多受燙傷,,,,,
805881,28,kucadhane,,2806262,,,瘦瘦的,,,,,
805882,28,kucagalre,,2806263,,,背的東西凸出使背部痛,,,,,
805883,28,Kucapungane,,2806264,,,好茶部落,,,,,
805884,28,kucay,,2806265,,,瘦,,,,,
805884,28,kucay,,2806266,,,韭菜,,,,,
805885,28,kucege,,2806267,,,形容因水分較少而顯得很硬的粥,,,,,
805886,28,kuceneke,,2806268,,,被刺到,,,,,
805887,28,kucibire,,2806269,,,口紅,,,,,
805888,28,kucici,,2806270,,,尿布,,,,,
805889,28,kucingalrane,,2806271,,,難,,,,,
805889,28,kucingalrane,,2806272,,,貴,,,,,
805890,28,kucingalre,,2806273,,,重要 困難,,,,,
805891,28,kucingase,,2806274,,,東西夾在牙縫裡,,,,,
805892,28,kuciw,,2806275,,,家長,,,,,
805893,28,kuciwsinisi,,2806276,,I,校長,05人物、身分,,,,
805894,28,kuciwsinsi,,2806277,,,校長,人物、身分,,,,
805895,28,kucu,PAN30459,2806278,,U,頭蝨,動物(含昆蟲),,,,
805895,28,kucu,PAN30459,2806279,,U,頭蝨,,,,,
805896,28,kucua,,2806280,,,找頭蝨,,,,,
805897,28,kucuca,,2806281,,B,蹲下,肢體動作,,,,
805898,28,kucucu,,2806282,,,蹲下,,,,,
805899,28,kuculu,,2806283,,,受燙傷,,,,,
805900,28,kuda,,2806284,,,褪色,,,,,
805901,28,kudakuda,,2806285,,,有染到別的顏色,,,,,
805902,28,kudaladalay,,2806286,,,在著火,,,,,
805903,28,kudalay,,2806287,,,著火；起火,,,,,
805903,28,kudalay,,2806288,,,燒起來,,,,,
805903,28,kudalay,,2806289,,,燒烤,,,,,
805904,28,kudaraysi,,2806290,,,燒山；燒野地,,,,,
805905,28,kudhakudha,,2806291,,,只作自己的不管別人,,,,,
805906,28,Kudra,,2806292,,,那；那時,,,,,
805906,28,Kudra,,2806293,,,［虛］,,,,,
805906,28,Kudra,,2806294,,,［屬］,,,,,
805906,28,Kudra,,2806295,,,那個,,,,,
805907,28,kudrai,,2806296,,,萬；一萬的,,,,,
805908,28,kudrakudru,,2806297,,,母雞叫的聲音,,,,,
805909,28,kudrali,,2806298,,,午餐,,,,,
805909,28,kudrali,,2806299,,,午飯,,,,,
805910,28,kudrangaw,,2806300,,,清理糞坑,,,,,
805911,28,kudrangedrange,,2806301,,,取暖（在火燒前取暖）,,,,,
805912,28,kudraw,,2806302,,,億；一億的,,,,,
805913,28,kudremelre,,2806303,,,厚,,,,,
805914,28,Kudrengere,,2806304,,,谷川,,,,,
805915,28,kudrikudringi,,2806305,,,器皿（東西）碰撞聲或老鼠（動物）碰到東西的聲音,,,,,
805916,28,kudringi,,2806306,,,碰撞聲,,,,,
805917,28,kudrulane,,2806307,,,舊衣服；爛布或衣服,,,,,
805918,28,kudrulri,,2806308,,,選種子（選種用芋頭；馬鈴薯…）,,,,,
805919,28,kudrulru,,2806309,,S,髒,特徵,,,,
805919,28,kudrulru,,2806310,,S,髒,,,,,
805919,28,kudrulru,,2806311,,S,污垢,物品(不含食品),,,,
805920,28,kudrulu,,2806312,,S,千；一千的,,,,,
805920,28,kudrulu,,2806313,,S,一千,,,,,
805921,28,kugiki,,2806314,,,攻擊；反對,,,,,
805922,28,kuici,,2806315,,B,貓頭鷹,07動物(含昆蟲),,,,
805923,28,kuidra,,2806316,,B,那個,02代名詞、指示詞,,,,
805924,28,kuigane,,2806317,,B,何時（已發生）,疑問詞,,,,
805925,28,kuisang,,2806318,,,醫生,,,,,
805926,28,kuisange,,2806319,,,醫師 醫生,,,,,
805927,28,kuiya,,2806320,,B,昨天,時間,,,,
805927,28,kuiya,,2806321,,B,昨天,,,,,
805928,28,kuka,,2806322,,B,雞,動物(含昆蟲),,,,
805928,28,kuka,,2806323,,B,雞,,,,,
805928,28,kuka,,2806324,,B,雞肉,,,,,
805929,28,kukace,,2806325,,,被咬；被叮,,,,,
805930,28,kukakace,,2806326,,,一直被叮或咬,,,,,
805931,28,kukalabe,,2806327,,,被石片打傷或戳傷,,,,,
805932,28,kukanaw,,2806328,,,收成芋頭，選大粒放在一邊（特選的大芋頭）,,,,,
805933,28,kukane,,2806329,,,雞的；雞的飼料,,,,,
805934,28,kukawka,,2806330,,,雞在叫,,,,,
805935,28,kukka,,2806331,,,國家,,,,,
805936,28,kukubange,,2806332,,,黑板,,,,,
805937,28,kukudrulrane,,2806333,,,骯髒的,,,,,
805938,28,kukulrungu,,2806334,,,愚拙的；笨的,,,,,
805939,28,kukulu,,2806335,,S,小豬；幼小的動物,,,,,
805939,28,kukulu,,2806336,,S,乳豬,動物(含昆蟲),,,,
805939,28,kukulu,,2806337,,S,幼犬,動物(含昆蟲),,,,
805940,28,kukuludru,,2806338,,,恐嚇,,,,,
805941,28,kukururu,,2806339,,,煙管蝸牛,,,,,
805942,28,kukusu,,2806340,,,控訴；控告,,,,,
805943,28,kukuvingane,,2806341,,,動物皮膚病,,,,,
805944,28,kuladhanane,,2806342,,,瘦的樣子,,,,,
805945,28,kuladhane,,2806343,,U,細瘦,,,,,
805945,28,kuladhane,,2806344,,U,細,特徵,,,,
805946,28,kuladhanenga,,2806345,,,已經瘦了,,,,,
805947,28,kulalama,,2806346,,S,有燒過的；燒過的痕跡,,,,,
805947,28,kulalama,,2806347,,S,燒焦,生活作息,,,,
805948,28,kulama,,2806348,,,燒；燒掉,,,,,
805949,28,kulamalama,,2806349,,,正在燒,,,,,
805950,28,kulangedre,,2806350,,,被螯（被蜂螯）,,,,,
805951,28,kulaw,,2806351,,B,顏色；色彩,,,,,
805951,28,kulaw,,2806352,,B,顏色,顏色,,,,
805951,28,kulaw,,2806353,,B,顏色,,,,,
805951,28,kulaw,,2806354,,B,畫,,,,,
805951,28,kulaw,,2806355,,B,畫圖,,,,,
805952,28,kulawlrane,,2806356,,,倒下,,,,,
805953,28,kuledra,,2806357,,,受照；被照亮,,,,,
805954,28,kuledrana,,2806358,,,再被照亮,,,,,
805955,28,kuliathe,,2806359,,,地瓜葉的蟲害,,,,,
805956,28,kulica,,2806360,,,要掀開,,,,,
805957,28,kulici,,2806361,,,掀開,,,,,
805958,28,kulrabaw,,2806362,,S,田鼠,動物(含昆蟲),,,,
805958,28,kulrabaw,,2806363,,S,田鼠,,,,,
805959,28,kulralru,,2806364,,,笛子,,,,,
805960,28,kulratha,,2806365,,,要剝,,,,,
805961,28,kulrathe,,2806366,,,去皮（指植物，如：芋頭）；剝皮,,,,,
805962,28,kulray,,2806367,,,眼睛累或疲憊想睡,,,,,
805963,28,kulri,,2806368,,,冰,自然景觀,,,,
805963,28,kulri,,2806369,,,冰,,,,,
805964,28,kulrikulringi,,2806370,,,器皿相碰撞的聲音,,,,,
805965,28,kulrilri,,2806371,,,有遮陰,,,,,
805966,28,kulrimu,,2806372,,,面霜,,,,,
805967,28,kulrinangenange,,2806373,,,果實熟透的樣子；果實成熟的顏色,,,,,
805968,28,kulringi,,2806374,,,器皿相碰聲,,,,,
805969,28,kulritange,,2806375,,,髒；污點,,,,,
805970,28,kulritu,,2806376,,,監工的人；工人的帶班,,,,,
805971,28,kulru,,2806377,,,在樹上築巢的螞蟻；舉尾蟻或紙巢螞蟻,,,,,
805972,28,kulruduthu,,2806378,,,愚笨,,,,,
805973,28,kulrukulru,,2806379,,I,(用手)挖掘,26肢體動作,,,,
805974,28,kulrulrungu,,2806380,,,霧；濃霧,,,,,
805975,28,kulrumu,,2806381,,,拔羽毛,,,,,
805976,28,kulrungane,,2806382,,,愚拙的；不懂的,,,,,
805977,28,kulrungu,,2806383,,,不會；笨,,,,,
805978,28,kulukulungu,,2806384,,,芝麻園,,,,,
805979,28,kulukulusu,,2806385,,,在削籤,,,,,
805980,28,kulungu,,2806386,,,芝麻,,,,,
805981,28,kulupwane,,2806387,,,通條木,,,,,
805982,28,kulusa,,2806388,,,要削籤,,,,,
805983,28,kulusu,,2806389,,,剉削的地瓜,,,,,
805984,28,kulutha,,2806390,,,其長度,,,,,
805985,28,kumadu,,2806391,,,我；自己,,,,,
805986,28,kumakuma,,2806392,,,用豬隻當工資（或豬肉）,,,,,
805987,28,kumugu,,2806393,,I,斧頭,物品(不含食品),,,,
805987,28,kumugu,,2806394,,I,斧頭,,,,,
805988,28,kumuingi,,2806395,,,公務員,,,,,
805988,28,kumuingi,,2806396,,,公職人員（選舉）,人物、身分,,,,
805989,28,kumuumiane,,2806397,,,各組的,,,,,
805990,28,kunadruma,,2806398,,,古時候,,,,,
805991,28,kunaku,,2806399,,,我,,,,,
805992,28,kunalre,,2806400,,,雙腿無力倒下,,,,,
805993,28,kunatikianenga,,2806401,,,連一點點,,,,,
805994,28,kunay,,2806402,,U,我們,,,,,
805994,28,kunay,,2806403,,U,形容腳無力而軟下來,,,,,
805994,28,kunay,,2806404,,U,我們（排除式）,代名詞、指示詞,,,,
805995,28,kungangerece,,2806405,,,受冷；受冰冷,,,,,
805996,28,kunggu,,2806406,,,量（用器皿量）；容量器,,,,,
805997,28,kungici,,2806407,,,縮捲,,,,,
805998,28,kungicu,,2806408,,,剝皮,,,,,
805999,28,kungkulri,,2806409,,,水泥建築,,,,,
806000,28,kungkwane,,2806410,,,公家機關,,,,,
806001,28,kungusawlri,,2806411,,,收回（講的話收回）,,,,,
806002,28,kunkwane,,2806412,,,公家機關（公館）,,,,,
806003,28,kunulru,,2806413,,,腳不穩倒下,,,,,
806004,28,kunumi,,2806414,,B,你們,代名詞、指示詞,,,,
806004,28,kunumi,,2806415,,B,你們,,,,,
806005,28,kupa,,2806416,,,偷,,,,,
806006,28,kupakavaale,,2806417,,U,前天,13時間,,,,
806007,28,kupakavale,,2806418,,,前天,時間,,,,
806008,28,kupale,,2806419,,,圍田裡或部落的石牆或籬（防止入侵之）,,,,,
806009,28,kupici,,2806420,,,黏在衣物上,,,,,
806010,28,kupu,JPN110|NLD11,2806421,,S,杯子,物品(不含食品),,,,
806010,28,kupu,JPN110|NLD11,2806422,,S,杯子,,,,,
806011,28,kupungupungu,,2806423,,,碰撞；碰到,,,,,
806012,28,kuradre,,2806424,,,滑下；踏腳不穩滑下,,,,,
806013,28,kurai,,2806425,,,竽頭乾,,,,,
806014,28,kurakadre,,2806426,,,受戳（尖的東西刺到自己的身子）,,,,,
806015,28,kurape,,2806427,,,很會跌倒或滑倒,,,,,
806016,28,kuray,,2806428,,,芋頭乾,,,,,
806017,28,kurikuri,,2806429,,,竹骹花眉鳥,,,,,
806018,28,kuringici,,2806430,,,赤腳在多石粒的地方的感覺，小石粒刺上腳掌,,,,,
806019,28,kuripici,,2806431,,,小朋友臉上髒的樣子,,,,,
806020,28,kurira,,2806432,,,霍亂,,,,,
806021,28,kuriripicane,,2806433,,,骯髒的,,,,,
806022,28,kuriripici,,2806434,,,髒兮兮,,,,,
806023,28,kurisa,,2806435,,,去追,,,,,
806024,28,kurisi,,2806436,,U,追,,,,,
806025,28,kuriwngu,,2806437,,,蠟筆,,,,,
806026,28,kuru,,2806438,,,可憐；同情,,,,,
806027,28,kurubungu,,2806439,,,蓋在裡面,,,,,
806028,28,kurukuru,,2806440,,,挖土,,,,,
806028,28,kurukuru,,2806441,,,母雉雞,,,,,
806029,28,kururu,,2806442,,S,指小男孩的生殖器,,,,,
806030,28,kurusu,,2806443,,,殺球（排球時）,,,,,
806031,28,kuruta,,2806444,,,要用匙吃完盆裡的食物,,,,,
806032,28,kurutange,,2806445,,,柏油,,,,,
806033,28,kuruthu,,2806446,,,放屁,生老病死傷,,,,
806034,28,kurutu,,2806447,,,器皿裡的食物用湯匙清乾淨,,,,,
806035,28,kurwane,,2806448,,,憐憫的；可憐的,,,,,
806036,28,kurwarwai,,2806449,,,貧窮或什麼都沒有的意思,,,,,
806037,28,kusakapakasupatele,,2806450,,S,大前天,時間,,,,
806038,28,kusalenge,,2806451,,,水滲透,,,,,
806039,28,kusasevere,,2806452,,,乘涼,,,,,
806040,28,kusiki,,2806453,,,戶籍,,,,,
