編號,語別,詞語,,音檔
80699,27,’oko,,3270179.mp3
80700,27,olawlay,,3270205.mp3
80701,27,’oli’oli,,3270601.mp3
80702,27,olralridring,,3270877.mp3
80703,27,olrawlra,,3270846.mp3
80704,27,olrodro,,3270444.mp3
80705,27,omase,,3270114.mp3
80706,27,ongolo,,3270788.mp3
80707,27,’ongongodo,,3270401.mp3
80708,27,ono,,3270146.mp3
80709,27,onoang,,3270208.mp3
80710,27,opo’opo,,3270198.mp3
80711,27,’osakaelre,,3271018.mp3
80712,27,ota,,3270789.mp3
80713,27,’otaw,,3270350.mp3
80714,27,ototho,,3270915.mp3
80715,27,pingsiang,,3270369.mp3
80716,27,pitaw,,3270508.mp3
80717,27,poloko,,3270010.mp3
80718,27,rabi,,3270772.mp3
80719,27,raedre,,3270445.mp3
80720,27,ragoso,,3270326.mp3
80721,27,ranakanga,ne,3270972.mp3
80722,27,rarivo,,3270819.mp3
80723,27,rariyava,ne,3270238.mp3
80724,27,ravare,,3270206.mp3
80725,27,ravathe,,3270526.mp3
80726,27,redrene,,3270453.mp3
80727,27,redreredre,,3270344.mp3
80728,27,retesa,ne,3270085.mp3
80729,27,ringiringi,,3270875.mp3
80730,27,robo,,3270244.mp3
80731,27,roko,,3270903.mp3
80732,27,romay,,3270341.mp3
80733,27,ronono,,3270784.mp3
80734,27,ro’osonga,ne,3270496.mp3
80735,27,rwabi,,3270772.mp3
80736,27,sa’a,,3270890.mp3
80737,27,sa’abelenga,ne,3270563.mp3
80738,27,saadre,,3270119.mp3
80739,27,sa’avaivaiya,ne,3270505.mp3
80740,27,sababo,,3270316.mp3
80741,27,sabalri,,3270810.mp3
80742,27,sabiki,,3270264.mp3
80743,27,saboliboliya,ne,3270353.mp3
80744,27,sabolo,,3270503.mp3
80745,27,sacaecaeba,ne,3270336.mp3
80746,27,sadroko,,3271024.mp3
80747,27,saitaw,,3270589.mp3
80748,27,saito,,3270376.mp3
80749,27,sakacekele,,3270086.mp3
80750,27,sakaci’kaci’a,ne,3270351.mp3
80751,27,sakada,ne,3270089.mp3
80752,27,sakakereng,,3270323.mp3
80753,27,sakelrakelraidha,ne,3270321.mp3
80754,27,salabisi,,3270212.mp3
80755,27,salavavalakeana,ne,3270476.mp3
80756,27,saleleba,ne,3270437.mp3
80757,27,salesese,,3270608.mp3
80758,27,salrakoykoyla,ne,3270333.mp3
80759,27,salreng,,3270885.mp3
80760,27,salri,,3270732.mp3
80761,27,samosakisakidra,ne,3270378.mp3
80762,27,sangirakelrana,ne,3270552.mp3
80763,27,sapingping,,3270040.mp3
80764,27,sapoho,,3270294.mp3
80765,27,sara,ne,3270360.mp3
80766,27,sarakaiya,ne,3270626.mp3
80767,27,sarakaiya tobase,,3270367.mp3
80768,27,sasalreme,,3270295.mp3
80769,27,sasekaya,ne,3270447.mp3
80770,27,sasereseredra,ne,3270337.mp3
80771,27,sasereseresera,ne,3270349.mp3
80772,27,sasevera,ne,3270383.mp3
80773,27,sasing,,3270361.mp3
80774,27,satedre,,3270643.mp3
80775,27,satomatoma,ne,3270355.mp3
80776,27,satomo,,3270170.mp3
80777,27,savigiviga,ne,3270366.mp3
80778,27,savono,,3270362.mp3
80779,27,sawalay,,3270113.mp3
80780,27,senay,,3270905.mp3
80781,27,seredre,,3270566.mp3
80782,27,seresere,,3270899.mp3
80783,27,si,,3270669.mp3
80784,27,si ki ’ing,,3270668.mp3
80785,27,si soko,,3270667.mp3
80786,27,sicawbo,,3270873.mp3
80787,27,sidosiya,ne,3270574.mp3
80788,27,sigo,,3270245.mp3
80789,27,si’i,,3270528.mp3
80790,27,sikaino,,3271049.mp3
80791,27,sila’e,,3271031.mp3
80792,27,sila’etangilisiya,ne,3271039.mp3
80793,27,silribo,,3270775.mp3
80794,27,sima,,3270167.mp3
80795,27,sinaw,,3270843.mp3
80796,27,singsi,,3270116.mp3
80797,27,sinposang,,3270126.mp3
80798,27,sirosiroko,,3270223.mp3
80799,27,sititi,,3270767.mp3
80800,27,siyaete,,3271005.mp3
80801,27,siyaetenga,,3270992.mp3
80802,27,siyaling,,3270572.mp3
80803,27,siyawcang,,3270123.mp3
80804,27,siyeni,,3270127.mp3
80805,27,so’ate,,3270004.mp3
80806,27,sobelebeleng,,3270405.mp3
80807,27,sodaliki,,3270766.mp3
80808,27,sodang,,3270329.mp3
80809,27,soko,,3270318.mp3
80810,27,sonate,,3270345.mp3
80811,27,soromon,,3270876.mp3
80812,27,sovi,,3270798.mp3
80813,27,swabe,,3270247.mp3
80814,27,swadralro,,3271023.mp3
80815,27,swadrekelre,,3270794.mp3
80816,27,swasolra’e,,3270811.mp3
80817,27,swaswa’e,,3270855.mp3
80818,27,tabolrolo,,3270282.mp3
80819,27,tacekecekela,ne,3270627.mp3
80820,27,ta’elenga,ne,3270534.mp3
80821,27,taene,,3270523.mp3
80822,27,taetalre,,3270796.mp3
80823,27,tagaga,ne,3270248.mp3
80824,27,tagera,ne,3270154.mp3
80825,27,taicobonga,ne,3270620.mp3
80826,27,taihing,,3270118.mp3
80827,27,taikaikaiya,ne,3270352.mp3
80828,27,taingea ka lregelrege,,3270400.mp3
80829,27,taka,,3270098.mp3
80830,27,taka ka ababay,,3270099.mp3
80831,27,taka ka sawalay,,3270100.mp3
80832,27,takainene,,3270671.mp3
80833,27,takalra,,3270975.mp3
80834,27,takataka,,3270097.mp3
80835,27,takesi,,3270901.mp3
80836,27,takesikesi,,3270130.mp3
80837,27,takili,,3270334.mp3
80838,27,takilili,,3270722.mp3
80839,27,takiraragay,,3271011.mp3
80840,27,takithi,,3270328.mp3
80841,27,takitolalaka,ne,3270484.mp3
80842,27,takiyang,,3270278.mp3
80843,27,takonga,ne,3270240.mp3
80844,27,takosiyolri,,3270649.mp3
80845,27,talangaza,ne,3270625.mp3
80846,27,taleke,,3270592.mp3
80847,27,talicobong,,3270488.mp3
80848,27,talodro,,3270441.mp3
80849,27,talragi,,3270109.mp3
80850,27,talrebalre,,3270657.mp3
80851,27,talrelrea,ne,3270182.mp3
80852,27,talrenge,,3270277.mp3
80853,27,talrobalre,,3270741.mp3
80854,27,talro’ono,,3270535.mp3
80855,27,tamako,,3270304.mp3
80856,27,tamaring,,3270269.mp3
80857,27,tangadra,ne,3270276.mp3
80858,27,tanga’enga’e,,3270239.mp3
80859,27,tangea,ne,3270613.mp3
80860,27,tangerava,ne,3270289.mp3
80861,27,taraminiya,ne,3271008.mp3
80862,27,taramonage,,3270261.mp3
80863,27,tarasorodro,,3270228.mp3
80864,27,tariyaw,,3270406.mp3
80865,27,tarokoko,,3270194.mp3
80866,27,tasekeseketa,ne,3270450.mp3
80867,27,tasialronaina,ne,3270173.mp3
80868,27,tasiya,ne,3270183.mp3
80869,27,tatakesikesiya,ne,3270438.mp3
80870,27,tatarokoka,ne,3270446.mp3
80871,27,tathaino,,3270076.mp3
80872,27,tavangolo,,3270305.mp3
80873,27,tavasi,,3271022.mp3
80874,27,tavathiyang,,3270287.mp3
80875,27,tawana,ne,3270442.mp3
80876,27,tawcai,,3270290.mp3
80877,27,tawiyo,,3270597.mp3
80878,27,taw’ong,,3270189.mp3
80879,27,tawtho,,3270187.mp3
80880,27,tay,,3270255.mp3
80881,27,teke’e,,3271025.mp3
80882,27,teketeke,,3270774.mp3
80883,27,tenaenaele,,3270381.mp3
80884,27,thalaza,ne,3270663.mp3
80885,27,thalrakwala,,3270857.mp3
80886,27,thalretale,,3270299.mp3
80887,27,thalriyadring,,3270226.mp3
80888,27,thangocongoco,,3270175.mp3
80889,27,tharatakanga,,3270700.mp3
80890,27,thathaino,,3270076.mp3
80891,27,theere,,3270755.mp3
80892,27,the’ethe’e,,3270787.mp3
80893,27,thelrece,,3270524.mp3
80894,27,thethere,,3270730.mp3
80895,27,thibolay,,3270681.mp3
80896,27,thili,,3270492.mp3
80897,27,thimakolo,,3270246.mp3
80898,27,thingale,,3270805.mp3
80899,27,thirolo,,3270849.mp3
80900,27,thiyabe,,3270714.mp3
80901,27,thiyageng,,3270281.mp3
80902,27,tholake,,3270960.mp3
80903,27,tholidri,,3270665.mp3
80904,27,thotho,,3270148.mp3
80905,27,ti’aw,,3270346.mp3
80906,27,tigarawgaw,,3270214.mp3
80907,27,ti’isi,,3270692.mp3
80908,27,tikiya,,3270935.mp3
80909,27,tilribi,,3270370.mp3
80910,27,timidri,,3270151.mp3
80911,27,timo,,3270582.mp3
80912,27,tina,ne,3270231.mp3
80913,27,tingnaw,,3270317.mp3
80914,27,tinono,,3270537.mp3
80915,27,tisiaba,ne,3270571.mp3
80916,27,tiyanese,,3270259.mp3
80917,27,toa ’a lra ’alra na lregelrege,,3270653.mp3
80918,27,toalre’eng,,3271038.mp3
80919,27,tobalre,,3270817.mp3
80920,27,tobekela,ne,3271069.mp3
80921,27,tobi,,3270835.mp3
80922,27,tobong,,3270748.mp3
80923,27,tocalrisi,,3270770.mp3
80924,27,todro,,3270424.mp3
80925,27,to’i,,3270538.mp3
80926,27,toki,,3270319.mp3
80927,27,tokodrali,,3270802.mp3
80928,27,tokwaobo,,3270803.mp3
80929,27,tololay,,3270661.mp3
80930,27,tolravai,,3270844.mp3
80931,27,tolriki,,3270197.mp3
80932,27,tolro,,3270003.mp3
80933,27,tomatoma,ne,3270067.mp3
80934,27,tomawmase,,3270782.mp3
80935,27,too,,3270312.mp3
80936,27,to’oto’o,,3270729.mp3
80937,27,toro,,3270204.mp3
80938,27,torokodro,,3270801.mp3
80939,27,tothadalrane,,3270482.mp3
80940,27,tothoro,,3270202.mp3
80941,27,totolrong,,3270334.mp3
80942,27,tototo,,3270815.mp3
80943,27,totowa,ne,3270149.mp3
80944,27,trahetrahe,,3270889.mp3
80945,27,trekabe,,3270720.mp3
80946,27,tribi,,3270717.mp3
80947,27,trobo,,3270268.mp3
80948,27,twabolro,,3270195.mp3
80949,27,twadridringai,,3270993.mp3
80950,27,twaeraeray,,3270912.mp3
80951,27,twairo’a,,3270860.mp3
80952,27,twakainene,,3270683.mp3
80953,27,twalai,,3270500.mp3
80954,27,twalrana,ne,3270396.mp3
80955,27,twalrisiya,ne,3270527.mp3
80956,27,twami,,3270596.mp3
80957,27,twane,,3270554.mp3
80958,27,twaongosolo,,3270493.mp3
80959,27,twa’oy,,3270880.mp3
80960,27,twkiso,,3270291.mp3
80961,27,vaedre,,3270272.mp3
80962,27,vaga,ne,3270618.mp3
80963,27,vagisi,,3270132.mp3
80964,27,vaiya,ne,3270460.mp3
80965,27,vaiyana,ne,3270616.mp3
80966,27,vakisi,,3270332.mp3
80967,27,valisi,,3270142.mp3
80968,27,valo,,3270221.mp3
80969,27,valray,,3270322.mp3
80970,27,valray ka lrekelreke,,3270550.mp3
80971,27,valro,,3270008.mp3
80972,27,vanale,,3270494.mp3
80973,27,vaoa,,3270868.mp3
80974,27,vay,,3270403.mp3
80975,27,velevele,,3270695.mp3
80976,27,vetay,,3270327.mp3
80977,27,vice’ele,,3270540.mp3
80978,27,vigowa,,3270168.mp3
80979,27,vinwade,,3270274.mp3
80980,27,vinwade obawbala,ne,3270273.mp3
80981,27,viri,,3270495.mp3
80982,27,wa’agoco,,3270733.mp3
80983,27,wa’ana,ne,3270522.mp3
80984,27,wabalay,,3270712.mp3
80985,27,wabay,,3270652.mp3
80986,27,wacabo,,3270743.mp3
80987,27,wacamacama,,3270716.mp3
80988,27,wadreme,,3270745.mp3
80989,27,wa’ece,,3270850.mp3
80990,27,waga,,3270864.mp3
80991,27,walikaikace,,3270825.mp3
80992,27,walomo,,3270757.mp3
80993,27,walra,,3270758.mp3
80994,27,walradre,,3270452.mp3
80995,27,walralra,,3270747.mp3
80996,27,wangeange,,3270911.mp3
80997,27,waobo,,3270451.mp3
80998,27,waodo,,3270715.mp3
80999,27,waodriodri’i,,3270914.mp3
81000,27,wa’ong,,3271084.mp3
81001,27,waroko,,3270709.mp3
81002,27,wasang,,3270939.mp3
81003,27,watokotoko,,3270702.mp3
81004,27,yadrengere,,3270845.mp3
81005,27,yaidi,,3270672.mp3
81006,27,yaini,,3270057.mp3
81007,27,yakai,,3271034.mp3
81008,27,yakai talidroma,ne,3270486.mp3
81009,27,yakaikai,,3270904.mp3
81010,27,yaki anea,ne,3270073.mp3
81011,27,yali,,3270056.mp3
81012,27,yalini,,3270054.mp3
81013,27,yalrana,ne,3271066.mp3
81014,27,yanai,,3270053.mp3
81015,27,yanomi,,3270052.mp3
81016,27,yasadra,,3270853.mp3
81017,27,yasasa,ne,3270467.mp3
81018,27,yaso,,3270055.mp3
81019,27,yata,ne,3270060.mp3
81020,27,zipizipi,,3270506.mp3
81021,27,zoo,,3270229.mp3
